Species Name,Stats,Basic Information,Evolutions,Size,Breeding Information,Diet,Habitat,Capabilities,Skills,Level Up Moves,TM/HM Moves,Tutor Moves
TRANQUILL,"HP:   6
Attack:  8
Defense:  6
Special Attack: 5
Special Defense: 4
Speed:   7
","[T: Normal, Flying]
[BA: Big Pecks, Super Luck]
[AA: Rivalry, Klutz ]
[HA: Lunchbox   ]","1: Pidove  
2: Tranquill Minimum 15  
3: Unfezant Minimum 30    
","Height: 2’ 0”
Weight: 33.1 lbs.","Gender Ratio: 50%
Egg Group: Flying

",Carnivore,"Forest
Grassland
Urban","Overland 4
Swim 3
Sky 6
Jump 2/2
Power 3
Guster
Underdog","Athl 3d6+1
Acro 3d6+1
Combat 3d6
Stealth 2d6+1
Percep 3d6+1
Focus 3d6"," 4  Growl - Normal
 8  Leer - Normal
 11  Quick Attack - Normal
 15  Air Cutter - Flying
 18  Roost - Flying
 23  Detect - Fighting
 27  Taunt - Dark
 32  Air Slash - Flying
 36  Razor Wind - Normal
 41  Feather Dance - Flying
 45  Swagger - Normal
 50  Facade - Normal
 54  Tailwind - Flying
 59  Sky Attack - Flying","  A2 Fly, 06 Toxic, 10 Hidden Power, 11 Sunny 
Day, 12 Taunt, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 27 Return, 32 Double Team, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 51 Steel Wing, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute
"," 
 Heat Wave, Pluck, Roost, Sky Attack, Sleep 
Talk, Snore, Tailwind, Uproar, Work Up
"
UNFEZANT,"HP:   8
Attack:  11
Defense:  8
Special Attack: 7
Special Defense: 6
Speed:   9
","[T: Normal, Flying]
[BA: Big Pecks, Super Luck]
[AA: Rivalry, Klutz ]
[HA: Frighten (Male) / Rocket (Female)   ]","1: Pidove  
2: Tranquill Minimum 15  
3: Unfezant Minimum 30    
","Height: 3’ 11”
Weight: 63.9 lbs.","Gender Ratio: 50%
Egg Group: Flying
",Carnivore,"Forest
Grassland","Overland 6
Swim 4
Sky 8
Jump 3/3
Power 5
Guster","Athl 4d6+2
Acro 4d6
Combat 4d6
Stealth 2d6
Percep 3d6+2
Focus 4d6"," 4  Growl - Normal
 8  Leer - Normal
 11  Quick Attack - Normal
 15  Air Cutter - Flying
 18  Roost - Flying
 23  Detect - Fighting
 27  Taunt - Dark
 33  Air Slash - Flying
 38  Razor Wind - Normal
 44  Feather Dance - Flying
 49  Swagger - Normal
 55  Facade - Normal
 60  Tailwind - Flying
 66  Sky Attack - Flying","  A2 Fly, 06 Toxic, 10 Hidden Power, 11 Sunny 
Day, 12 Taunt, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 27 Return, 32 Double Team, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 51 Steel Wing, 68 Giga Impact, 77 Psych Up, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute
"," 
 Heat Wave, Pluck, Roost, Sky Attack, Sleep 
Talk, Snore, Tailwind, Uproar, Work Up
"
FLETCHLING,"HP:   5
Attack:  5
Defense:  4
Special Attack: 4
Special Defense: 4
Speed:   6
","[T: Normal, Flying]
[BA: Big Pecks, Tangled Feet]
[AA: Keen Eye, Rocket ]
[HA: Gale Wings   ]","1: Fletchling  
2: Fletchinder Minimum 15  
3: Talonflame Minimum 30    
","Height: 1’ 00”
Weight: 3.7 lbs.","Gender Ratio: 50%
Egg Group: Flying
Average Hatch Rate: 7 Days
  
",Carnivore,"Forest
Grassland","Overland 3
Sky 5
Jump 1/1
Power 1
Guster
Un-derdog","
Athl 2d6
Acro 3d6+2
Combat 2d6
Stealth 2d6
Per -
cep 3d6+2
Focus 2d6"," 1 Tackle - Normal
 1  Growl - Normal
 6  Quick Attack - Normal
 10  Peck - Flying
 13  Agility - Psychic
 16  Flail - Normal
 21  Roost - Flying
 25  Razor Wind - Normal
 29  Natural Gift - Normal
 34  Flame Charge - Fire
 39  Acrobatics - Flying
 41  Me First - Normal
 46  Tailwind - Flying
 48  Steel Wing - Steel"," A2 Fly, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 17 Protect, 19 Roost, 21 Frustration, 27 Return, 32 Double Team, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 46 Thief, 48 Round, 50 Overheat, 51 Steel Wing, 62 Acrobatics, 75 Swords Dance, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 100 Confide
Egg Move List
Quick Guard, Snatch, Tailwind
"," 
Heat Wave , Snatch, Snore , Tailwind
"
FLETCHINDER,"HP:   6
Attack:  7
Defense:  6
Special Attack: 6
Special Defense: 5
Speed:   8
","[T: Fire, Flying]
[BA: Big Pecks, Flame Body]
[AA: Keen Eye, Rocket ]
[HA: Gale Wings   ]","1: Fletchling  
2: Fletchinder Minimum 15  
3: Talonflame Minimum 30    
","Height: 2’ 04”
Weight: 35.3 lbs.","Gender Ratio: 50%
Egg Group: Flying

",Carnivore,"Forest
Grassland","Overland 3
Sky 7
Jump 2/2
Power 2
Firestarter
Guster
Underdog","
Athl 3d6
Acro 4d6+2
Combat 3d6
Stealth 2d6
Per -
cep 4d6
Focus 3d6"," 1 Tackle - Normal
 1  Growl - Normal
 6  Quick Attack - Normal
 10  Peck - Flying
 13  Agility - Psychic
 16  Flail - Normal
 17 Ember - Fire
 25  Roost - Flying
 27  Razor Wind - Normal
 31  Natural Gift - Normal
 38  Flame Charge - Fire
 42  Acrobatics - Flying
 46  Me First - Normal
 51  Tailwind - Flying
 55  Steel Wing - Steel"," A2 Fly, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 17 Protect, 19 Roost, 21 Frustration, 27 Return, 32 Double Team, 35 Flamethrower, 38 Fire Blast, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 46 Thief, 48 Round, 50 Overheat, 51 Steel Wing, 59 Incinerate, 61 Will-O-Wisp, 62 Acrobatics, 75 Swords Dance, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 100 Confide
"," 
Heat Wave , Snatch, Snore, Tailwind
"
TALONFLAME,"HP:   8
Attack:  8
Defense:  7
Special Attack: 7
Special Defense: 7
Speed:   13
","[T: Fire, Flying]
[BA: Big Pecks, Flame Body]
[AA: Keen Eye, Rocket ]
[HA: Gale Wings   ]","1: Fletchling  
2: Fletchinder Minimum 15  
3: Talonflame Minimum 30    
","Height: 3’ 11”
Weight: 54 lbs.","Gender Ratio: 50%
Egg Group: Flying

",Carnivore,"Forest
Grassland","Overland 4
Sky 8
Jump 2/2
Power 4
Firestarter
Guster
Mountable 1","
Athl 4d6
Acro 5d6+2
Combat 4d6
Stealth 2d6
Per -
cep 4d6+2
Focus 3d6"," 1 Tackle - Normal
 1  Growl - Normal
 6  Quick Attack - Normal
 10  Peck - Flying
 13  Agility - Psychic
 16  Flail - Normal
 17 Ember - Fire
 25  Roost - Flying
 27  Razor Wind - Normal
 31  Natural Gift - Normal
 39  Flame Charge - Fire
 44  Acrobatics - Flying
 49  Me First - Normal
 55  Tailwind - Flying
 60  Steel Wing - Steel
 64  Brave Bird - Flying"," A2 Fly, 06 Toxic, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 17 Protect, 19 Roost, 21 Frustration, 27 Return, 32 Double Team, 35 Flame-thrower, 38 Fire Blast, 40 Aerial Ace, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 46 Thief, 48 Round, 50 Overheat, 51 Steel Wing, 59 Incinerate, 61 Will-O-Wisp, 62 Acrobatics, 68 Giga Impact, 75 Swords Dance, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 100 Confide
"," 
Brave Bird (N), Flare Blitz (N), Heat Wave, Snatch, Snore, Tailwind
"
NIDORAN(F),"HP:   6
Attack:  5
Defense:  5
Special Attack: 4
Special Defense: 4
Speed:   4
","[T: Poison]
[BA: Poison Point, Rivalry]
[AA: Hustle, Celebrate ]
[HA: Bodyguard   ]","1: Nidoran F  
2: Nidorina Minimum 15  
3: Nidoqueen Moon Stone Minimum 25   
","Height: 1’ 4”
Weight: 15.4 lbs.","Gender Ratio: 0%
Egg Group: Monster, Field
Average Hatch Rate: 10 Days   
",Herbivore,Grassland,"Overland 5
Swim 3
Burrow 2
Jump 1/1
Power 2
Naturewalk (Grassland)
Underdog","
Athl 2d6+1
Acro 2d6
Combat 3d6-1
Stealth 3d6+1
Percep 2d6
Focus 2d6"," 1  Growl - Normal
 1  Scratch - Normal
 7  Tail Whip - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 19  Fury Swipes - Normal
 21  Bite - Dark
 25  Helping Hand - Normal
 31  Toxic Spikes - Poison
 33  Flatter - Dark
 37  Crunch - Dark
 43  Captivate - Normal
 45  Poison Fang - Poison","  A1 Cut, A4 Strength, 01 Hone Claws, 06 Tox-
ic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 28 Dig, 32 Double Team, 36 Sludge Bomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 65 Shadow Claw, 84 Poison Jab, 87 Swag-ger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash 
Egg Move List
 Beat Up, Charm, Chip Away, Counter, Dis-
able, Endure, Focus Energy, Iron Tail, Poison Tail, Pursuit, Supersonic, Take Down, Venom Drench  ","  Body Slam, Defense Curl, Double-Edge, 
Helping Hand, Iron Tail, Mud-Slap, Shock Wave, Sleep Talk, Snore, Super Fang, Water Pulse
"
NIDORINA,"HP:   7
Attack:  6
Defense:  7
Special Attack: 6
Special Defense: 6
Speed:   6
","[T: Poison]
[BA: Poison Point, Rivalry]
[AA: Hustle, Celebrate ]
[HA: Bodyguard   ]","1: Nidoran F  
2: Nidorina Minimum 15  
3: Nidoqueen Moon Stone Minimum 25   
","Height: 2’ 7”
Weight: 44.1 lbs.","Gender Ratio: 0%
Egg Group: Monster, Field
",Herbivore,Grassland,"Overland 6
Swim 4
Burrow 3
Jump 1/2
Power 5
Naturewalk (Grassland)
Underdog","
Athl 4d6+1
Acro 3d6
Combat 3d6+3
Stealth 2d6
Percep 2d6
Focus 3d6"," 7  Tail Whip - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 20  Fury Swipes - Normal
 23  Bite - Dark
 28  Helping Hand - Normal
 35  Toxic Spikes - Poison
 38  Flatter - Dark
 43  Crunch - Dark
 50  Captivate - Normal
 58  Poison Fang - Poison","  A1 Cut, A4 Strength, 01 Hone Claws, 06 
Toxic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thun-der, 27 Return, 28 Dig, 32 Double Team, 36 Sludge Bomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 49 Echoed Voice, 65 Shadow Claw, 84 Poison Jab, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash
","
 Body Slam, Counter, Defense Curl, 
Double-Edge, Helping Hand, Iron Tail, Mud-Slap, Shock Wave, Sleep Talk, Snore, Super Fang, Water Pulse
"
NIDOQUEEN,"HP:   9
Attack:  9
Defense:  9
Special Attack: 8
Special Defense: 9
Speed:   8
","[T: Poison, Ground]
[BA: Poison Point, Rivalry]
[AA: Hustle, Sheer Force]
[HA: Bodyguard   ]","1: Nidoran F  
2: Nidorina Minimum 15  
3: Nidoqueen Moon Stone Minimum 25   
","Height: 4’ 3”
Weight: 132.3 lbs.","Gender Ratio: 0%
Egg Group: Monster, Field
",Omnivore,"Grassland
Mountain","Overland 6
Swim 4
Burrow 2
Jump 1/2
Power 8
Groundshaper
Naturewalk (Grassland)
Pack Mon
Mountable 1","
Athl 5d6+2
Acro 2d6
Combat 4d6+2
Stealth 1d6+1
Percep 3d6+1
Focus 4d6+2","  7  Tail Whip - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 20  Fury Swipes - Normal
 23  Bite - Dark
 25  Chip Away - Normal
 28  Helping Hand - Normal
 35  Toxic Spikes - Poison
 35  Body Slam - Normal
 38  Flatter - Dark
 43  Crunch - Dark
 43  Earth Power - Ground
 50  Captivate - Normal
 58  Poison Fang - Poison
 58  Superpower - Fighting"," 
 A1 Cut, A3  A4 Strength, 01 Hone Claws, 05 Roar, 
06 Toxic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 13 Ice Beam, 14 Blizzard, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 21 Frustration, 23 Smack Down, 24 Thunderbolt, 25 Thunder, 26 Earthquake, 27 Return, 28 Dig, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 34 Sludge Wave, 35 Flamethrower, 36 Sludge Bomb, 37 Sandstorm, 38 Fire Blast, 39 Rock Tomb, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 49 Echoed Voice, 52 Focus Blast, 56 Fling, 59 Incinerate, 60 Quash, 65 Shadow Claw, 68 Giga Impact, 71 Stone Edge, 78 Bulldoze, 80 Rock Slide, 82 Dragon Tail, 84 Poison Jab, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 
Rock Smash, 98 Power-Up Punch
","
 Aqua Tail, Avalanche, Body Slam, Counter, 
Defense Curl, Double Kick(N), Double-Edge, Drag-on Pulse, Dynamic Punch, Earth Power, Fire Punch, Focus Punch, Fury Cutter, Helping Hand, Ice Punch, Icy Wind, Iron Tail, Mega Kick, Mega Punch, Mud-Slap, Outrage, Poison Sting(N), Rollout, Sand Attack, Seismic Toss, Shock Wave, Sleep Talk, Snore, Stealth Rock, Superpower (N), Super Fang, Thunder Punch, Uproar, Water Pulse
"
NIDORAN(M),"HP:   5
Attack:  6
Defense:  4
Special Attack: 4
Special Defense: 4
Speed:   5
","[T: Poison]
[BA: Poison Point, Rivalry]
[AA: Hustle, Celebrate ]
[HA: Bodyguard   ]","1: Nidoran M  
2: Nidorino Minimum 15  
3: Nidoking Moon Stone Minimum 25   
","Height: 1’ 8”
Weight: 19.8 lbs.","Gender Ratio: 100%
Egg Group: Monster, Field
Average Hatch Rate: 10 Days   
",Herbivore,Grassland,"Overland 5
Swim 3
Burrow 2
Jump 1/1
Power 2
Naturewalk (Grassland)
Underdog","
Athl 2d6+1
Acro 2d6
Combat 3d6-1
Stealth 3d6+1
Percep 2d6
Focus 2d6"," 1  Leer - Normal
 1  Peck - Flying
 7  Focus Energy - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 19  Fury Attack - Normal
 21  Horn Attack - Normal
 25  Helping Hand - Normal
 31  Toxic Spikes - Poison
 33  Flatter - Dark
 37  Poison Jab - Poison
 43  Captivate - Normal
 45  Horn Drill - Normal","   A1 Cut, A4 Strength, 01 Hone Claws, 06 
Toxic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thun-der, 27 Return, 28 Dig, 32 Double Team, 36 Sludge Bomb, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 49 Echoed Voice, 65 Shadow Claw, 84 Poi-son Jab, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch
Egg Move List
 Amnesia, Beat Up, Confusion, Counter, 
Disable, Sucker Punch, Supersonic, Take Down, Venom Drench 
","
  Body Slam, Defense Curl, Double-Edge, 
Drill Run, Helping Hand, Iron Tail, Mud-Slap, Shock Wave, Sleep Talk, Snore, Sucker Punch, Super Fang, Water Pulse
"
NIDORINO,"HP:   6
Attack:  7
Defense:  6
Special Attack: 6
Special Defense: 6
Speed:   7
","[T: Poison]
[BA: Poison Point, Rivalry]
[AA: Hustle, Celebrate ]
[HA: Bodyguard   ]","1: Nidoran M  
2: Nidorino Minimum 15  
3: Nidoking Moon Stone Minimum 25   
","Height: 2’ 11”
Weight: 43 lbs.","Gender Ratio: 100%
Egg Group: Monster, Field
",Omnivore,Grassland,"Overland 6
Swim 4
Burrow 3
Jump 1/2
Power 5
Naturewalk (Grassland)
Underdog","
Athl 4d6+1
Acro 3d6
Combat 3d6+3
Stealth 2d6
Percep 2d6
Focus 3d6"," 7  Focus Energy - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 20  Fury Attack - Normal
 23  Horn Attack - Normal
 28  Helping Hand - Normal
 35  Toxic Spikes - Poison
 38  Flatter - Dark
 43  Poison Jab - Poison
 50  Captivate - Normal
 58  Horn Drill - Normal","  A1 Cut, A4 Strength, 01 Hone Claws, 06 
Toxic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 28 Dig, 32 Double Team, 36 Sludge Bomb, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 49 Echoed Voice, 65 Shadow Claw, 84 Poison Jab, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash  
"," Body Slam, Counter, Defense Curl, 
Double-Edge, Drill Run, Helping Hand, Iron Tail, Mud-Slap, Shock Wave, Sleep Talk, Snore, Sucker Punch, Super Fang, Water Pulse
"
NIDOKING,"HP:   8
Attack:  10
Defense:  8
Special Attack: 9
Special Defense: 8
Speed:   9
","[T: Poison, Ground]
[BA: Poison Point, Rivalry]
[AA: Hustle, Sheer Force]
[HA: Bodyguard   ]","1: Nidoran M  
2: Nidorino Minimum 15  
3: Nidoking Moon Stone Minimum 25   
","Height: 4’ 7”
Weight: 136.7 lbs.","Gender Ratio: 100%
Egg Group: Monster, Field
",Omnivore,"Grassland
Mountain","Overland 6
Swim 4
Burrow 2
Jump 1/2
Power 9
Groundshaper
Naturewalk (Grassland)
Pack Mon
Mountable 1","
Athl 5d6+3
Acro 2d6
Combat 4d6+2
Stealth 1d6
Percep 3d6
Focus 4d6"," 7  Focus Energy - Normal
 9  Double Kick - Fighting
 13  Poison Sting - Poison
 20  Fury Attack - Normal
 23  Horn Attack - Normal
 25  Chip Away - Normal
 28  Helping Hand - Normal
 35  Toxic Spikes - Poison
 35  Thrash - Normal
 38  Flatter - Dark
 43  Poison Jab - Poison
 43  Earth Power - Ground
 50  Captivate - Normal
 58  Horn Drill - Normal
 58  Megahorn - Bug"," 
 A1 Cut, A3 Surf, A4 Strength, 01 Hone Claws, 
05 Roar, 06 Toxic, 09 Venoshock, 10 Hidden Power, 11 Sunny Day, 12 Taunt, 13 Ice Beam, 14 Blizzard, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 21 Frustra-tion, 23 Smack Down, 24 Thunderbolt, 25 Thunder, 26 Earthquake, 27 Return, 28 Dig, 30 Shadow Ball, 31 Brick Break, 32 Double Team, 34 Sludge Wave, 35 Flame-thrower, 36 Sludge Bomb, 37 Sandstorm, 38 Fire Blast, 39 Rock Tomb, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 49 Echoed Voice, 52 Focus Blast, 56 Fling, 59 Incinerate, 60 Quash, 65 Shadow Claw, 68 Giga Impact, 71 Stone Edge, 78 Bulldoze, 80 Rock Slide, 82 Dragon Tail, 84 Poison Jab, 87 Swagger, 88 Sleep Talk, 90 
Substitute, 94 Rock Smash, 98 Power-Up Punch
","
 Aqua Tail, Avalanche, Body Slam, Counter, De-
fense Curl, Double Kick(N), Double-Edge, Dragon Pulse, 
Drill Run, Dynamic Punch, Earth Power, Fire Punch, Focus Energy(N), Focus Punch, Fury Cutter, Helping Hand, Ice Punch, Icy Wind, Iron Tail, Mega Kick, Mega Punch, Megahorn (N), Mud-Slap, Outrage, Peck(N), Poison Sting(N), Seismic Toss, Shock Wave, Sleep Talk, Snore, Stealth Rock, Sucker Punch, Superpower, Super 
Fang, Thunder Punch, Uproar, Water Pulse
"
ZUBAT,"HP:   4
Attack:  5
Defense:  4
Special Attack: 3
Special Defense: 4
Speed:   6
","[T: Poison, Flying]
[BA: Inner Focus, Infiltrator]
[AA: Instinct, Insomnia ]
[HA: Vanguard   ]","1: Zubat  
2: Golbat Minimum 20  
3: Crobat Minimum 30   
","Height: 2’ 7”
Weight: 16.5 lbs.","Gender Ratio: 50%
Egg Group: Flying
Average Hatch Rate: 7 Days   
",Carnivore,Cave,"Overland 2
Swim 1
Sky 5
Jump 1/1
Power 1
Blindsense
Tracker
Underdog","
Athl 1d6+2
Acro 2d6+2
Combat 2d6
Stealth 3d6
Percep 1d6+2
Focus 2d6"," 1  Leech Life - Bug
 5  Supersonic - Normal
 7  Astonish - Ghost
 11  Bite - Dark
 13  Wing Attack - Flying
 17  Confuse Ray - Ghost
 19  Air Cutter - Flying
 23  Swift - Normal
 25  Poison Fang
 29  Mean Look
 31  Acrobatics - Flying
 35  Haze - Ice
 37  Venoshock - Poison
 41  Air Slash - Flying
 43  Quick Guard","  A2 Fly, 06 Toxic, 09 Venoshock, 10 Hidden 
Power, 11 Sunny Day, 12 Taunt, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 27 Return, 30 Shad-ow Ball, 32 Double Team, 36 Sludge Bomb, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 Steel Wing, 62 Acrobatics, 66 Payback, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, Venom Drench
Egg Move List
 Brave Bird, Curse, Feint Attack, Gust, 
Hypnosis, Nasty Plot, Pursuit, Quick Attack, Whirlwind, Zen Headbutt
","
  Air Cutter, Double-Edge, Giga Drain, Heat 
Wave, Ominous Wind, Pluck, Roost, Sky Attack, Snatch, Sleep Talk, Snore, Super Fang, Swift, Tail-wind, Twister, Uproar, Zen Headbutt
"
GOLBAT,"HP:   8
Attack:  8
Defense:  7
Special Attack: 7
Special Defense: 8
Speed:   9
","[T: Poison, Flying]
[BA: Inner Focus, Infiltrator]
[AA: Instinct, Insomnia ]
[HA: Vanguard   ]","1: Zubat  
2: Golbat Minimum 20  
3: Crobat Minimum 30   
","Height: 5’ 3”
Weight: 121.3 lbs.","Gender Ratio: 50%
Egg Group: Flying

",Carnivore,Cave,"Overland 3
Swim 2
Sky 5
Jump 1/1
Power 3
Darkvision
Tracker","
Athl 2d6+2
Acro 3d6+2
Combat 3d6
Stealth 3d6
Percep 2d6
Focus 3d6"," 5  Supersonic - Normal
 7  Astonish - Ghost
 11  Bite - Dark
 13  Wing Attack - Flying
 17  Confuse Ray - Ghost
 19  Air Cutter - Flying
 24  Swift - Normal
 27  Poison Fang
 32  Mean Look
 35  Acrobatics - Flying
 40  Haze - Ice
 43  Venoshock - Poison
 48  Air Slash - Flying
 51  Quick Guard","  A2 Fly, 06 Toxic, 09 Venoshock, 10 Hidden 
Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 27 Return, 30 Shadow Ball, 32 Double Team, 36 Sludge Bomb, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 Steel Wing, 62 Acrobatics, 66 Payback, 68 Giga Impact, 87 Swag-ger, 88 Sleep Talk, 89 U-Turn, 90 Substitute  
"," Air Cutter, Double-Edge, Giga Drain, Heat 
Wave, Ominous Wind, Pluck, Roost, Sky Attack, Sleep Talk, Snatch, Snore, Steel Wing, Super Fang, Swift, Tailwind, Twister, Uproar, Zen Headbutt
"
CROBAT,"HP:   9
Attack:  9
Defense:  8
Special Attack: 7
Special Defense: 8
Speed:   13
","[T: Poison, Flying]
[BA: Inner Focus, Infiltrator]
[AA: Instinct, Insomnia ]
[HA: Vanguard   ]","1: Zubat  
2: Golbat Minimum 20  
3: Crobat Minimum 30   
","Height: 5’ 11”
Weight: 165.3 lbs.","Gender Ratio: 50%
Egg Group: Flying
",Carnivore,Cave,"Overland 3
Swim 2
Sky 8
Jump 1/1
Power 5
Dark-vision
Tracker
Mountable 1","
Athl 3d6+2
Acro 5d6+3
Combat 4d6-1
Stealth 4d6
Percep 3d6
Focus 3d6"," 5  Supersonic - Normal
 7  Astonish - Ghost
 11  Bite - Dark
 13  Wing Attack - Flying
 17  Confuse Ray - Ghost
 19  Air Cutter - Flying
 24  Swift - Normal
 27  Poison Fang
 32  Mean Look
 35  Acrobatics - Flying
 40  Haze - Ice
 43  Venoshock - Poison
 48  Air Slash - Flying
 51  Quick Guard","  A2 Fly, 06 Toxic, 09 Venoshock, 10 Hidden 
Power, 11 Sunny Day, 12 Taunt, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 27 Return, 30 Shadow Ball, 32 Double Team, 36 Sludge Bomb, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 Steel Wing, 62 Ac-robatics, 66 Payback, 68 Giga Impact, 81 X-Scissor, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 97 Dark Pulse
","
 Air Cutter, Cross Poison(N), Dark Pulse, 
Double-Edge, Giga Drain, Heat Wave, Ominous Wind, Pluck, Roost, Sky Attack, Sleep Talk, Snatch, Snore, Steel Wing, Super Fang, Swift, Tailwind, Twister, Uproar, Zen Headbutt
"
IGGLYBUFF,"HP:   9
Attack:  3
Defense:  2
Special Attack: 4
Special Defense: 2
Speed:   2
","[T: Normal, Fairy]
[BA: Cute Charm, Oblivious]
[AA: Friend Guard, Competitive ]
[HA: Exploit   ]","1: Igglybuff  
2: Jigglypuff Minimum 10  
3: Wigglytuff Moon Stone Minimum 20   
","Height: 1’ 0”
Weight: 2.2 lbs.","Gender Ratio: 25%
Egg Group: Fairy
Average Hatch Rate: 4 Days   
",Herbivore,"Cave
Grassland
Urban","Overland 3
Swim 2
Jump 1/1
Power 1
Inflatable
Naturewalk (Grassland, Urban)
Underdog","
Athl 1d6
Acro 3d6
Combat 1d6
Stealth 3d6
Percep 2d6
Focus 2d6+1"," 1  Charm - Fairy
 1  Sing - Normal
 3  Defense Curl - Normal
 5  Pound - Normal
 9  Sweet Kiss - Fairy
 11  Copycat - Normal","  06 Toxic, 10 Hidden Power, 11 Sunny Day, 16 
Light Screen, 17 Protect, 18 Rain Dance, 20 Safe-guard, 21 Frustration, 22 Solar Beam, 27 Return, 28 Dig, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 35 Flamethrower, 38 Fire Blast, 42 Facade, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 56 Fling, 59 Incinerate, 70 Flash, 73 Thunder Wave, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swag-ger, 88 Sleep Talk, 90 Substitute, 93 Wild Charge, 98 Power-Up Punch, 100 Confide    
Egg Move List Captivate, Covet, Feint Attack, Fake Tears, 
Gravity, Heal Pulse, Last Resort, Misty Terrain, Per -
ish Song, Present, Punishment, Sleep Talk, Wish
","
  Body Slam, Bounce, Counter, Covet, 
Double-Edge, Endeavor, Gravity, Heal Bell, Helping Hand, Hyper Voice, Icy Wind, Last Resort, Magic Coat, Mega Kick, Mega Punch, Mimic, Mud-Slap, Pain Split, Recycle, Role Play, Rollout, Seismic Toss, Shock Wave, Sleep Talk, Snore, Uproar, Water Pulse, Work Up
"
